publication_date,publication_id,publication_title,speaker,party,bloc,speech_type,text
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Margret Hagerup,H,Right,hovedinnlegg,"Margret Hagerup (H) [12:11:51]: Helseplattformen har hatt alvorlige utfordringer, noe både Riksrevisjonen og mange ansatte i helsetjenesten med rette har pekt på. Innføringen ble mer krevende enn forutsatt, og det har hatt konsekvenser for både arbeidsflyt, brukervennlighet og pasientsikkerhet. Dette må tas på alvor. Samtidig er Helseplattformen nå innført i hele regionen, og mange ansatte, tillitsvalgte, brukerorganisasjoner og kommuner har vært tydelige på at en forhastet avvikling vil innebære betydelig risiko, store kostnader og en ny belastning for både pasienter og ansatte. Også i høringen som var i komiteen, var det tydelig at det ikke er ønskelig med en avvikling nå. Det er også pekt på at systemet har gitt gevinster knyttet til samhandling mellom kommune- og spesialisthelsetjenesten, og det har gitt bedre tilgang til informasjon for pasienter og pårørende. Høyre mener derfor at det viktigste nå er å sikre videre forbedring og videreutvikling av systemet, samtidig som vi lærer av erfaringene fra innføringen. Vi mener det er rett å gjennomføre en uavhengig, begrenset analyse som bygger på eksisterende kunnskapsgrunnlag, og som kan bidra til bedre samhandling, kvalitet og effektivitet i tjenestene. En slik analyse må ta utgangspunkt i situasjonen slik den er i dag, og også ta høyde for de framtidige gevinstene som ligger i felles journal og bedre dataflyt. Det er viktig at dette arbeidet ikke forsinker det pågående forbedringsarbeidet, eller at det skaper ny usikkerhet i en allerede krevende arbeidshverdag for helsepersonell. Dette handler i praksis om å bruke erfaringene vi allerede har til å gjøre systemet bedre – ikke å stoppe opp eller starte på nytt, men å sikre en tryggere og mer effektiv helsetjeneste for både pasienter og ansatte. Vi støtter derfor ikke forslaget som er fremmet i dette representantforslaget."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Kathy Lie,SV,Left,hovedinnlegg,"Kathy Lie (SV) [12:13:56]: Helt siden innføringen av Helseplattformen – eller faktisk kanskje før innføringen – har det vært mye diskusjon rundt den. Vi var opprinnelig skeptiske og mente at utrullingen av Helseplattformen burde stoppes den gangen, men tiden har jo gått, og noen feil og mangler er rettet, og det er prosesser i gang for fortsatt forbedring. Vi er også oppmerksomme på den sterke kritikken fra Riksrevisjonen, og det tar vi på største alvor. Det er viktig å sette alle kluter til for å gjøre systemet så godt som mulig. Som nevnt før hadde vi en muntlig høring, hvor alle fagforeningene, arbeidsgiversiden og brukerutvalgene var samstemt imot å avvikle Helseplattformen nå. Det er store kostnader ved å innføre et system, men det er også store kostnader ved opplæring og det å komme i gang ordentlig og bruke det, og det er veldig stor frustrasjon og store kostnader ved å plutselig nå kaste alt på båten og skulle finne et nytt system. Derfor støtter vi ikke at Helseplattformen skal avvikles. Vi mener at man må sørge for at det gjøres en analyse, og det er for å sørge for at man faktisk får optimalisert og gjort de forbedringene som trengs. Vi har valgt å støtte at man gjør denne begrensede analysen for å sikre det. Så har vi ikke støttet denne store, bredere samfunnsøkonomiske analysen, rett og slett fordi vi ser at det kan skape usikkerhet for de ansatte. Det er én ting vi er bekymret for i dette, og det er sikring av helsedataene våre når vi har å gjøre med et amerikansk selskap. Jeg håper at det kan være noe man ser på i dette. SV har også støttet at man skal sikre en utbedring av spesifikke utfordringer knyttet til resepter og legemiddelsamstemming i Helseplattformen, og også å tilrettelegge bedre for at fastlegene kan ta dette i bruk. Så står vi også inne i et flertallsvedtak hvor vi ber regjeringen sikre at kostnader til Helseplattformen ikke går ut over sykehusstruktur og viktig lokalsykehusfunksjoner i Helse Midt-Norge. For én ting er helt klart, og det er at innføringen av Helseplattformen har påført Helse Midt-Norge en stor ekstrakostnad som andre helseforetak ikke har fått, og det plages de av, og det kan føre til kutt i tilbud. Så det er viktig å sikre. Jeg tar opp SVs forslag."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Kjersti Toppe,Sp,Center,hovedinnlegg,"Kjersti Toppe (Sp) [12:17:17] (leiar for komiteen): Helseplattforma skulle bidra til auka kvalitet i pasientbehandling, betre pasientsikkerheit og meir brukarvenlege system, og setja helsepersonellet i stand til å utføra sine oppgåver på ein betre og meir effektiv måte. Innføringa fekk det mest alvorlege nivået av kritikk frå Riksrevisjonen. Innføringa har truga pasientsikkerheita og redusert effektiviteten i pasientbehandlinga. Innføringa er òg blitt dyrare enn føresett, og framtidige kostnader er usikre. Grunnlaget for val av konsept er kritisert for å vera mangelfullt, og det inneber svært høg risiko for svak styring og oppfølging. Datatilsynet har konkludert med brot på fleire av personvernreglane. Problema synest å vera vedvarande. Det er framleis store utfordringar knytte til brukarvenlegheit, effektivitet og belastning for legar og anna helsepersonell, og det er usikkert kva det vil kosta å gjera Helseplattforma meir brukarvenleg, og kva forbetringspotensial ein faktisk har. Det er heller ikkje utført ein samfunnsmessig analyse av Helseplattforma. Senterpartiet kjem i dag ikkje til å støtta eit forslag om avvikling, men vi støttar forslaget om å gjennomføra ei brei, uavhengig samfunnsmessig utgreiing av kostnader, risiko og pasienttryggleik i Helseplattforma. Målet skal vera å sikra helsetenesta eit journalsystem som sørgjer for samhandling, kvalitet og effektivitet i tenestene på alle nivå. Eit sånt journalsystem må sjølvsagt òg sikra brukarvenlegheit og effektivitet for legar som arbeider med pasientane på sjukehusa. Dessutan må ein kunna forventa at eit felles journalsystem for kommunehelsetenester og spesialisthelsetenester må vera så bra at fastlegar òg vel å bruka det. Sjølv om kommunar, pasientorganisasjonar og helseføretak no slår ring om Helseplattforma, har vi eit overordna politisk ansvar i denne saka. Det er framleis store utfordringar – det viser helsepersonellundersøkinga frå 2025 frå Helsedirektoratet. Senterpartiet erkjenner at innføringa av Helseplattforma er eit resultat av helseføretaksmodellen. Ei slik innføring hadde ikkje vore mogleg dersom sjukehusa var styrte i ein forvaltningsmodell med demokratisk kontroll. Helseplattforma har ført Helse Midt-Noreg ut i ein krevjande økonomisk situasjon. Vi kan ikkje tillata at finansiering av dette journalsystemet er med og bidreg til å svekkja pasienttilbodet og sjukehustilbodet i Helse Midt-Noreg. Spesielt er vi opptatt av at det ikkje må gå ut over sjukehusstruktur og viktige lokalsjukehusfunksjonar. Vi er glade for fleirtalet om at regjeringa må sikra at finansiering av Helseplattforma ikkje skal kunna få slike konsekvensar, og vi føreset at regjeringa lojalt følgjer opp dette."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Seher Aydar,R,Left,hovedinnlegg,"Seher Aydar (R) [12:20:36]: Digitalisering skal egentlig løse utfordringer og avlaste de ansatte. Helseplattformen har gjort det motsatte for lenge. Systemet har vært en tidstyv for den knappeste ressursen vi har, nemlig helsepersonell. Likevel valgte Helse Midt-Norge å presse gjennom utrullingen. Riksrevisjonen konkluderte med at planlegging, organisering og innføring var sterkt kritikkverdig. Systemer lagd for et kommersielt amerikansk helsevesen er ikke godt egnet til helsevesenet her i Norge. Rødt har stemt for alle forslag som har vært kritiske til ordningen, ønsket å stanse utrullingen eller avvikle systemet, men det har ikke vært flertall for dette. Nå har dette kommet et sted der de ansatte sier at de er bekymret for at en ny prosess skal skape ytterligere usikkerhet uten klare svar. Det er fortsatt store utfordringer med Helseplattformen. Til tross for at det har vært enkelte forbedringer, meldes det fortsatt om tidstap og frustrasjon. Det gjelder spesielt behovet for utbedring av utfordringer knyttet til resepter og legemiddelmoduler. Hittil har også investeringene i Helseplattformen kostet mye, og det har gått ut over økonomien for sykehusene i regionen. Det er derfor bra at det nå er flertall for at kostnader til Helseplattformen ikke skal gå ut over sykehusstruktur og viktige lokalsykehusfunksjoner i Helse Midt-Norge, for de er i en krevende situasjon nå. Hele sakskomplekset viser også behovet for tydeligere ansvar. Alvorlige feil får skje uten at noen holdes ansvarlig. Dette henger sammen med svakhetene i foretaksmodellen. Modellen skulle egentlig gi mindre byråkrati og tydeligere ansvar, men utviklingen viser det motsatte. Denne saken bør være en viktig lærdom. Det trengs en uavhengig, samfunnsøkonomisk utredning av kostnader, risiko og pasienttrygghet i Helseplattformen – det er det forslaget Rødt stemmer for i dag. Helsetjenestene trenger et journalsystem som sørger for samhandling, kvalitet og effektivitet i tjenestene på alle nivåer. Vi mener også at det er på sin plass å vurdere langsiktig digital suverenitet og nasjonal kontroll over helsedata. Avslutningsvis vil jeg si at vi trenger å ta lærdom av de feilene som gjøres, slik at de ikke gjentar seg. Det er derfor vi primært støtter en samfunnsøkonomisk analyse. Det er ingen tvil om at dette ikke har vært en liten feil med litt problemer ned innføringen, det har vært langsiktige utfordringer med hele systemet. Dette må vi lære av for framtiden. Vi må ha bedre kontroll og innføre systemer som faktisk avlaster de ansatte, som faktisk gir sikkerhet til de ansatte, og som ikke skaper den typen usikkerhet som Helseplattformen har bidratt til."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Ida Lindtveit Røse,KrF,Center,hovedinnlegg,"Ida Lindtveit Røse (KrF) [12:27:06]: Helseplattformen har fått mye kritikk – og det har vært betimelig. KrF har vært kritisk til både Helseplattformen som arbeidsverktøy og prosessen rundt hele innføringen. Når et prosjekt virker for godt til å være sant, er det som regel det. Her er det et luftslott som virkelig har slått sprekker. Midt oppi det hele har også Helse Møre og Romsdal og Helse Midt-Norge blitt påført veldig store utgifter, nettopp for å være forsøkskanin, og de bærer nå konsekvensene, med både et krevende system og de økonomiske belastningene. Vi har et system hvor det tar vanvittig lang tid både å orientere seg igjennom det som står på skjermen, og å sikre helt grunnleggende pasientbehandling, som legemiddelsamstemming og at det tar lang tid å lære seg systemet. I tillegg er det fastleger som ikke tar det i bruk. Vi har gjennomført høring i denne saken, og jeg har også vært både i Møre og Romsdal og på St. Olavs hospital og snakket med brukere av systemet. Det framstår tungvint, men det har blitt bedre. Og tro det eller ei: Helseplattformen har gitt noen gode fordeler også. Spesielt vil jeg framheve brukerrådets perspektiv, som de kom med, om hvordan det ser ut fra det perspektivet. Det er også en del av kommunene som har veldig god erfaring med dette. Vi har også fått veldig tydelige tilbakemeldinger om at omstillingsevnen er på et bunnpunkt etter å ha stått i jevnlig omstilling over lang tid i forbindelse med Helseplattformen, og det å skulle snu nå og kjøre en lang ny prosess vil være svært krevende for alle. Vi må rette fokuset framover, ikke bakover. Hvis dette systemet skulle blitt erstattet, ville det ikke bare blitt erstattet med ett system; det har erstattet mange ulike systemer, som man måtte anskaffet igjen. Vårt perspektiv nå er at vi må både sikre bedre brukervennlighet, sikre pasientsikkerheten og sikre effektivitet. Økonomisk må ikke det å påta seg et pilotprosjekt få de store konsekvensene som dette har hatt, konsekvenser som til syvende og sist går utover pasientene. Derfor stiller KrF seg også bak forslaget om å sikre et bedre kunnskapsgrunnlag og sikre prosesser som fungerer bedre framover. En skrinlegging av Helseplattformen nå ville vært uansvarlig."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Statsråd Jan Christian Vestre,NA,NA,hovedinnlegg,"Statsråd Jan Christian Vestre [12:30:16]: La meg først si at det er ingen tvil om at Helseplattformen har vært, og fortsatt er, krevende. Først i 2025, tre år etter at innføringen startet, viser regionen at aktiviteten på sykehusene går riktig vei. Når det gjelder St. Olavs hospital, er det flere konsultasjoner og høyere aktivitet enn før innføringen. Når det gjelder ventetider, har St. Olavs hospital i Trondheim blant de laveste i landet. Kommunene som bruker Helseplattformen, formidler at samhandlingen med sykehusene har blitt bedre. Jeg har møtt helsepersonell og pasienter i Midt-Norge som har vist meg både fordeler og ulemper ved løsningen. La meg understreke at det fortsatt er behov for å forbedre spesielt brukervennligheten og effektiviteten for helsepersonellet, og det gjelder kanskje særlig for leger på sykehus. Derfor har Stortinget bevilget 200 mill. kr og til forbedring av brukervennlighet og effektivitet i Helseplattformen. Den første evalueringen viser at Helse Midt-Norge arbeider på riktig måte med disse forbedringene. Forslagsstillerne ønsker at Stortinget skal ta stilling til hvilke IT-løsninger som skal og ikke skal brukes på sykehus og i kommuner i Norge. Det mener jeg at ikke er en spesielt god idé. Jeg mener at valg av pasientjournalløsninger er en viktig del av det lokale og regionale ansvaret som kommuner og sykehus har for å yte gode offentlige helse- og omsorgstjenester. Jeg er enig med talerne før meg som har sagt at nå må vi se framover, og ikke gjenta gamle feil. Helseplattformen gir mulighet for samhandling som ikke finnes i de andre regionene i dag, og disse erfaringene mener jeg at vi nå må bruke for å utvikle samhandlingen. Vårt mål er at ingen digitaliseringsprosjekter innen helse skal ende opp med samme problemer som vi har sett i Helseplattformen. Vi vet at det er store omstillingsbehov i spesialisthelsetjenesten i Helse Midt-Norge. Det skyldes bl.a. for høye driftskostnader og særlig for høye bemanningskostnader etter pandemien. Tjenestene må derfor utvikles og organiseres slik at befolkningen også framover får gode og forsvarlige tilbud. Helse Midt-Norge må, som de øvrige regionale helseforetakene, forholde seg til de økonomiske rammene som fastsettes av Stortinget. Det innebærer at helseregionen må gjennomføre nødvendige prioriteringer innenfor disse rammene. Jeg vil gjerne legge til at det er viktig at eventuelle vedtak i salen nå ikke blir til hinder for nødvendige og riktige omstillinger. Helseforetakene må ha handlingsrom til å tilpasse drift, bemanning og organisering for framtidig behov. Det er de som har sørge-for-ansvaret i helsetjenesten vår, og det er en forutsetning for å kunne opprettholde gode tjenester med høy kvalitet også over tid."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [12:33:36]: Jeg mener vi skal lytte til alle stemmer i helsetjenesten. Jeg har sittet med klinikere som er fornøyd med systemet, og klinikere som ikke er fornøyd med systemet. Jeg har sittet med overleger som har vist meg brukergrensesnittet og hvordan systemet fungerer. Jeg er helt enig i at det åpenbart er forbedringspotensial her, ikke minst innen effektivisering, og at systemet skal være intuitivt, lett å forstå og lett å bruke. Vi må jo også se på hvordan det går med sykehusdriften. Aktiviteten øker, IT-kostnadene går ned og nærmer seg nå nivået til de øvrige helseregionene, ventetidene er blant de laveste i landet, og St. Olavs hospital har klatret mange hakk på internasjonale sammenligninger over gode sykehus. Da må vi også lytte til det. Hvis det var slik at det var samstemt tilbakemelding fra fagforeningene, brukerne, lederne og kommunene om at vi skulle gjøre noe annet, hadde det vært så sin sak, men denne høringen som komiteen avholdt, viser jo egentlig at det er samstemt tilbakemelding om at en nå ikke bør skrote dette systemet, men søke å forbedre det. Det er det oppdraget vi har gitt."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Kristian August Eilertsen,FrP,Right,replikk,"Kristian August Eilertsen (FrP) [12:34:40]: Jeg takker for svaret. De resultatene som man nå får, bl.a. ved St. Olavs hospital, er jo ikke på grunn av Helseplattformen, de er til tross for Helseplattformen. Det er iallfall den entydige tilbakemeldingen som Fremskrittspartiet får. Når vi er inne på hva brukerne er opptatt av: Vi vet at det er nesten ingen på legekontorene som bruker Helseplattformen. I en spørreundersøkelse gjennomført av Allmennlegeforeningen kom det fram at 88 pst. av fastlegene mener at det er mer arbeid etter at man innførte Helseplattformen. 87 pst. vurderer at epikrisekvaliteten er dårligere enn før, og 69 pst. opplever feil i den digitale kommunikasjonen med sykehuset. Hva tenker statsråden om sånne nedslående tall fra fastlegene i Helse Midt-Norge?"
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Kristian August Eilertsen,FrP,Right,replikk,"Kristian August Eilertsen (FrP) [12:38:20]: Ja, vi registrerte i høringen at man hadde mobilisert alle som kunne fremsnakke Helseplattformen, men alle de som ikke fikk muligheten til å delta i høringen, nemlig pasientene, mange av dem som bruker dette lokalt, ikke minst de legene som jobber tettest på dette, de hadde ikke muligheten til å komme og si sitt syn. Så det at de fremste bestevennene til Helseplattformen kom og fremsnakket den, er ingen overraskelse. Men siden statsråden var inne på dette med flertall i Stortinget: Vi registrerer jo også at det er et flertall i Stortinget for at regjeringen pålegges å sikre at kostnadene til Helseplattformen ikke går ut over både sykehusstruktur og viktige lokalsykehusfunksjoner. Hvordan vil statsråden følge opp dette vedtaket og sikre at ingen av disse økonomiske konsekvensene rammer pasientbehandlingstilbudet, og da med tanke på sykehusstrukturen og viktige lokalsykehusfunksjoner?"
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Kjersti Toppe,Sp,Center,replikk,"Kjersti Toppe (Sp) [12:40:30]: Det er kanskje noko ueinigheit om framtida til Helseplattforma, men det som Stortinget og eit fleirtal er einige om, er at det er uakseptabelt om dette journalsystemet og kostnadene dette inneber, skal føra til at det vert kutta i pasienttilbod i Helse Midt-Noreg, at sjukehusstrukturen kan verta truga, og at viktige lokalsjukehusfunksjonar kan oppleva å verta avvikla eller reduserte. No svarte statsråden til den førre replikanten at han skulle følgja opp Stortingets vedtak, men eg vil be statsråden om å utdjupa det, for no står jo Helse Midt-Noreg i ein svært krevjande økonomisk situasjon. Det er allereie kome forslag på bordet som inneber kutt i desentraliserte tenester. Vil statsråden sørgja for at det ikkje vert meir kutt på grunn av Helseplattforma?"
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Anne Grethe Hauan,FrP,Right,hovedinnlegg,"Anne Grethe Hauan (FrP) [12:49:42]: Helseplattforma skulle bli framtida for norsk helseteneste. Éin journal, betre samhandling, meir tid til pasientane. I staden har dette utvikla seg til å bli eit av dei største IT-problema me har sett i norsk helsevesen. Dette er ikkje noko Framstegspartiet har funne på for å laga politisk bråk. Problema blei så alvorlege etter innføringa ved St. Olavs hospital i Trondheim kommune at Riksrevisjonen gjekk inn og granska heile prosjektet. Bakgrunnen var varsel frå helsepersonell, meldingar om svekt pasienttryggleik, tekniske problem og ein arbeidskvardag som mange opplevde som langt meir krevjande enn før. Mange har beskrive timar framfor skjermen i staden for tid med pasientane. Riksrevisjonen var knalltydeleg. Dei gav den hardaste kritikken dei har: sterkt kritikkverdig. Det er ikkje kvardagskost. Dei peika på svak styring, mangelfull kontroll, og at ein gjekk vidare sjølv om risikoen var kjent. Samtidig har helsepersonell fortalt om meirarbeid, dårlegare arbeidsflyt og mindre tid til pasientane. Ingen påstår at absolutt alt er feil, men når pasienttryggleiken blir utfordra, og tilliten ute i tenestene sviktar, held det ikkje å visa til fine ambisjonar og glansbilete frå då prosjektet blei lansert. Rekninga berre veks, milliard på milliard. Det er pengar for folk flest, pengar som skulle gått til fleire helsearbeidarar, betre kapasitet og raskare behandling. I staden har me fått eit prosjekt som stadig fleire opplever som eit tungt og kostbart feilspor. Framstegspartiet meiner me no må tora å stilla dei spørsmåla regjeringa verkar uvillig til å stilla. Kor lenge skal dette halda fram, kor mykje meir skal brukast, og kvar går grensa før nokon faktisk seier stopp? Det kan ikkje vera sånn at prestisje blir viktigare enn praksis. Når dei som står nærmast pasientane, seier frå om alvorlege problem, må politikarane lytta. Dette handlar ikkje om å vera mot digitalisering, det handlar om å vera for løysingar som fungerer i praksis – system som hjelper helsepersonell i staden for å gjera arbeidskvardagen meir tungvinn. Til slutt handlar dette om tillit, tillit til systema, tillit til leiinga og tillit til at politikarar faktisk grip inn når noko openbert ikkje fungerer som det blei lova. Nokre gonger er det mest ansvarlege faktisk å stoppa før det blir endå dyrare, endå større og endå vanskelegare å rydda opp i."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Bård Hoksrud,FrP,Right,hovedinnlegg,"Bård Hoksrud (FrP) [13:05:49]: Når Frank Sve har manus, da bør kanskje helseministeren lytte godt. Det er ikke ofte. Helseplattformen skulle være den store, gode løsningen. Den skulle gi en innbygger én journal, den skulle gi bedre samhandling, mer brukervennlige systemer og bedre pasientsikkerhet, og den skulle gjøre hverdagen enklere for helsepersonell. Det var de store, flotte ordene da man innførte Helseplattformen. Realiteten og faktum er jo at det er blitt en katastrofe for veldig mange, og det har faktisk også kostet liv at vi har en Helseplattform som ikke har gjort det den skulle gjøre. Det er virkeligheten der ute for mange leger, sykepleiere og ansatte som altså opplever noe helt annet enn den historiefortellingen som statsråden gir i denne sal, og som han prøver å fortelle ute. Dette handler ikke først og fremst om teknologi, det handler faktisk om pasienter. Det handler om helsepersonell som skal bruke tiden sin på folk, ikke på å slåss med datasystemer. Når legene opplever at viktig informasjon kan forsvinne, når fastleger melder om merarbeid, dårlige epikriser og feil i digital kommunikasjon, og når helsepersonell må bruke tid og krefter på systemet i stedet for på pasientene, da er det ikke bare et IT-problem, da er det et pasientsikkerhetsproblem. Det er nettopp derfor Riksrevisjonens rapport er så utrolig alvorlig. Riksrevisjonen ga Helseplattformen den sterkeste kritikken de kan gi da de overleverte rapporten til Stortinget – sterkt kritikkverdig. Det er ikke en liten merknad i margen, det er ikke en gul lapp på en kontorpult, det er faktisk full alarm. Riksrevisjonen har også sagt at innføringen har truet pasientsikkerheten. De har pekt på svak styring, mangelfullt beslutningsgrunnlag og alvorlige feil som ikke ble løftet i styringslinjene før St. Olavs tok systemet i bruk. Det burde ha fått varsellampene til å blinke også hos regjeringen og statsråden. Jeg registrerer at statsråden sier at alle organisasjonene som var på høringen, var veldig positive til at Helseplattformen fungerer som den skal. Jeg opplever ikke at det er det som realiteten, at organisasjonene var enig i at man nå ikke skulle gå videre med kutt. Jeg ser statsråden rister på hodet, men jeg hørte hva han sa i stad – han sa det i replikkordvekslingen med representanten Eilertsen. At det fungerer godt og veldig bra nå, er ikke en del av de tilbakemeldingene jeg og mange av mine kollegaer får når vi reiser rundt og prater med helsepersonell som lever med dette. Statsråden sier også at vi ikke kan forskjellsbehandle fylker og sykehusregioner. Det er jeg enig i, og kanskje spesielt når man kommer fra en av de andre helseregionene. Samtidig, for pasienter i Møre og Romsdal og Midt-Norge, er det ikke tvil om at det at kostnadene ved Helseplattformen har vært så store, har gått ut over det pasienttilbudet de får. Det er store, store kutt i enkelte av fylkene. Det er alvorlig."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Kristian August Eilertsen,FrP,Right,hovedinnlegg,"Kristian August Eilertsen (FrP) [13:12:13]: Jeg vil bare innledningsvis bemerke at representanten Dalin fra MDG nettopp holdt et glimrende innlegg, som Fremskrittspartiet er enig med ham i. Grunnen til at jeg tegnet meg, er den replikkvekslingen jeg hadde med statsråden i stad, og nærmere bestemt spørsmålet om hvordan han vil forholde seg til å følge opp det vedtaket som nå ligger an til å få flertall, romertallsvedtak I, som får flertall i Stortinget. Vedtaket sier noe om at kostnadene til Helseplattformen ikke skal gå ut over sykehusstrukturen og ikke minst viktige lokalsykehusfunksjoner. Vi har jo registrert at statsråden har et litt omtrentlig forhold til stortingsvedtak, noe som vil bli fulgt opp i et annet forum på et senere tidspunkt, men med den historikken friskt i minne er det påkrevd å spørre på nytt: Hvordan vil statsråden konkret forholde seg til dette vedtaket? Fra Fremskrittspartiets side oppfatter vi dette som en føring som legges for statsbudsjettet for neste år, at dette vedtaket innebærer at man må legge til grunn at man må ha gode nok økonomiske rammer i sykehusene, og at man ikke må gjøre nedtrekk og kutt og nedleggelser, verken på struktur eller på viktige lokalsykehusfunksjoner. Dette er altså en føring fra flertallet i Stortinget for budsjettet for neste år, som statsråden må følge opp og etterleve i det forslaget som regjeringen skal legge fram til høsten. Hvis ikke har man jo ikke forholdt seg til dette vedtaket fra Stortingets side. Derfor vil jeg på nytt utfordre statsråden til å avklare og redegjøre for hvordan han vil forholde seg til og følge opp dette konkrete vedtaket, som det er et bredt tverrpolitisk flertall for i Stortinget, med tanke på måten han har fulgt opp andre vedtak i nyere tid."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Joakim Myklebost Tangen,FrP,Right,hovedinnlegg,"Joakim Myklebost Tangen (FrP) [13:17:30]: I dag har Stortinget moglegheita til å rette opp ein av dei aller største feilinvesteringane i norsk helsevesen på mange, mange år, og det sjølvsagt Helseplattformen vi diskuterer her. Då systemet blei lansert, var lovorda store, og vi fekk presentert ein visjon om éin innbyggjar, éin journal, betre samhandling og endå meir tid til pasientane. Eg tviler ikkje på at intensjonane sjølvsagt var gode, men problemet er berre at verkelegheita blei ei heilt anna. For helsepersonell, for pasientar og for pårørande har Helseplattformen i altfor stor grad blitt eit symbol på frustrasjon, utryggleik og sviktande tillit. Legeforeningen, Sykepleierforbundet, brukarorganisasjonar og pårørande har varsla om alvorlege problem heilt sidan innføringa starta, og varsellampene har blinka lenge. Riksrevisjonen har, som fleire andre her har nemnt, retta sterk kritikk mot systemet og peika på at det går ut over pasientsikkerheita. Tilsette opplever systemet som komplisert og tidkrevjande, og dei brukar verdifull tid på å leite etter informasjon i staden for å bruke tid på pasientane. Når helsepersonell seier at systemet gjer kvardagen deira vanskelegare, meiner eg sjølvsagt at vi må gjere noko. Når pasientane opplever svikt og utryggleik, må vi òg gjere noko, og når milliardane renn ut utan at resultata står i stil med kostnadene, må Stortinget tore å innrømme at dette ikkje fungerer, og setje eit endeleg punktum. I Helse Møre og Romsdal skal det no sparast opp mot 1 mrd. kr dei neste åra. Konsekvensane ser vi allereie: stengte avdelingar, redusert bemanning, lengre ventelister og kutt i rehabilitering og førebyggjande tilbod. No blir det òg varsla kutt i prehospitale tenester, slik som ambulanse og ambulansebåt. For folk som bur langs kysten og i distrikta, handlar dette om tryggleik når det er snakk om minutt, og dette kjem i tillegg til ytterlegare varsla kutt i behandlingstilbodet. Altså: Vi aksepterer ikkje at helsetenestene i Møre og Romsdal byggjast ned samtidig som milliardprosjekt som ikkje fungerer etter intensjonen, får fortsetje – på kostnad av innbyggjarane i Møre og Romsdal. Noreg skal vere eit land der folk kan stole på helsetenestene sine, uansett kvar dei bur, og då må vi tore å stoppe når eit prosjekt ikkje leverer på det som blei lova."
